,stories,topics,locations,left,center,right,story_links,majority_coverage,n_sources,title,source,sample,lean,date
5,Chicago mayor seeks help for immigrants bused from Texas,US & Canada, Chicago,19%,62%,19%,http://ground.news/article/chicago-mayor-seeks-help-for-immigrants-bused-from-texas_9c1127,Center,21,Chicago mayor seeks help for immigrants bused from Texas,MY Northwest,"CHICAGO (AP) — Chicago officials have asked the public for volunteers and donations to help immigrants being bused to the city from Texas amid the Republican-led state’s political battle over the immigration policies of President Joe Biden’s administration.A busload of about 50 immigrants arrived Sunday in Chicago, days after the arrival of the first busload of about 75.Mayor Lori Lightfoot said the city had not yet heard from any Texas official…",right,2022-09-06
6,"Report: LeBron James, Drake Sued Over Rights to Movie",Entertainment, Washington,50%,12%,38%,http://ground.news/article/report-lebron-james-drake-sued-over-rights-to-movie_aa73d9,Left,8,Drake and LeBron James sued for $10 million over rights for Hockey documentary,The Independent,The documentary is set to debut at the Toronto International Film Festival on 10 September,left,2022-09-06
6,"Report: LeBron James, Drake Sued Over Rights to Movie",Entertainment, Washington,50%,12%,38%,http://ground.news/article/report-lebron-james-drake-sued-over-rights-to-movie_aa73d9,Left,8,"LeBron James, Drake sued for $10M over rights to ‘Black Ice’ hockey film",New York Post,"Hoops star LeBron James and rappers Drake and Future are accused in a new $10 million lawsuit of stealing the ""intellectual property rights'' to ""Black Ice.""",right,2022-09-06
6,"Report: LeBron James, Drake Sued Over Rights to Movie",Entertainment, Washington,50%,12%,38%,http://ground.news/article/report-lebron-james-drake-sued-over-rights-to-movie_aa73d9,Left,8,"Report: LeBron James, Drake Sued Over Rights to Movie",Sports Illustrated,The global superstars are listed among the defendants in a lawsuit stemming from a documentary set to premiere this month.,center,2022-09-06
6,"Report: LeBron James, Drake Sued Over Rights to Movie",Entertainment, Washington,50%,12%,38%,http://ground.news/article/report-lebron-james-drake-sued-over-rights-to-movie_aa73d9,Left,8,"Former NBA Union Boss Files $10 Million Lawsuit Against LeBron James, Drake and Future For Allegedly Stealing ‘Intellectual Property Rights’ To A Hockey Film",The Daily Wire,"A former NBA union boss has filed a $10 million lawsuit against LeBron James and rappers Drake and Future for allegedly stealing “intellectual property rights” to a movie about a segregated Canadian hockey league for black players only.Billy Hunter, former head of the NBA Players Association and ex-federal prosecutor, filed the complaint in the Manhattan state Supreme Court. The lawsuit alleges that all exclusive legal rights to produce any film…",right,2022-09-06
6,"Report: LeBron James, Drake Sued Over Rights to Movie",Entertainment, Washington,50%,12%,38%,http://ground.news/article/report-lebron-james-drake-sued-over-rights-to-movie_aa73d9,Left,8,LeBron James and Drake Sued Over 'Black Ice' Hockey Documentary,TMZ,LeBron James and Drake stole the rights to a movie about a segregated hockey league ... this according to a new lawsuit. ,left,2022-09-06
6,"Report: LeBron James, Drake Sued Over Rights to Movie",Entertainment, Washington,50%,12%,38%,http://ground.news/article/report-lebron-james-drake-sued-over-rights-to-movie_aa73d9,Left,8,LeBron James & Drake Sued Over Hockey Documentary,Hot New HipHop,"LeBron and Drake are currently being sued for upwards of $10 million. LeBron James and Drake are currently being sued by Billy Hunter who just so happens to be the former of the NBA Players Union, according to TMZ. This news comes in light of the fact that LeBron and Drake are in the midst of produc...",None,2022-09-06
7,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia pockets $158 bn in energy exports after war: report,Times of India,"The Centre for Research on Energy and Clean Air called for more effective sanctions against Moscow after the invasion sent oil, gas and coal prices so..",right,2022-09-06
7,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia pockets US$158 billion in energy exports after war: Report,Channel News Asia,"PARIS: Russia has raked in a whopping 158 billion euros (US$158 billion) in energy exports in the six months following its invasion of Ukraine, with the EU accounting for more than half, a think tank said on Tuesday (Sep 6). The Centre for Research on Energy and Clean Air called for more effec",center,2022-09-06
7,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia rakes $158 billion in energy exports after war: Report,Al Arabiya,"Russia has raked in a whopping 158 billion euros ($158 billion) in energy exports in the six months following its invasion of Ukraine, with the EU accounting for more than half, a think tank said Tuesday.
",right,2022-09-06
7,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia had 158 billion revenue from increases in fossil fuels,Jornal de Notícias,"Russia obtained 158 billion euros in revenues from fossil fuel exports in six months of war, taking advantage of rising prices, says a report from an independent research center that advocates more effective sanctions this Tuesday.",None,2022-09-06
7,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,"Russia reaps 158 billion euros from energy exports, despite sanctions",Radio France Internationale,"Russia raked in 158 billion euros from energy exports in the six months following its invasion of Ukraine, with the EU accounting for more than half of that figure. Publishing the findings, think tank the Centre for Research on Energy and Clean Air called for more effective sanctions against Moscow.",center,2022-09-06
7,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia Pockets $158B in Energy Exports After War: Report,The Moscow Times,Surging fossil fuel prices mean that Russia's current revenue is far above previous years.,left,2022-09-06
8,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia pockets $158 bn in energy exports after war: report,Times of India,"The Centre for Research on Energy and Clean Air called for more effective sanctions against Moscow after the invasion sent oil, gas and coal prices so..",right,2022-09-06
8,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia pockets US$158 billion in energy exports after war: Report,Channel News Asia,"PARIS: Russia has raked in a whopping 158 billion euros (US$158 billion) in energy exports in the six months following its invasion of Ukraine, with the EU accounting for more than half, a think tank said on Tuesday (Sep 6). The Centre for Research on Energy and Clean Air called for more effec",center,2022-09-06
8,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia rakes $158 billion in energy exports after war: Report,Al Arabiya,"Russia has raked in a whopping 158 billion euros ($158 billion) in energy exports in the six months following its invasion of Ukraine, with the EU accounting for more than half, a think tank said Tuesday.
",right,2022-09-06
8,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia had 158 billion revenue from increases in fossil fuels,Jornal de Notícias,"Russia obtained 158 billion euros in revenues from fossil fuel exports in six months of war, taking advantage of rising prices, says a report from an independent research center that advocates more effective sanctions this Tuesday.",None,2022-09-06
8,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,"Russia reaps 158 billion euros from energy exports, despite sanctions",Radio France Internationale,"Russia raked in 158 billion euros from energy exports in the six months following its invasion of Ukraine, with the EU accounting for more than half of that figure. Publishing the findings, think tank the Centre for Research on Energy and Clean Air called for more effective sanctions against Moscow.",center,2022-09-06
8,Russia pockets US$158 billion in energy exports after war: Report,Europe, Washington,38%,24%,38%,http://ground.news/article/russia-pockets-us158-billion-in-energy-exports-after-war-report_70f8f1,,8,Russia Pockets $158B in Energy Exports After War: Report,The Moscow Times,Surging fossil fuel prices mean that Russia's current revenue is far above previous years.,left,2022-09-06
9,Police: 'Fat Leonard' escapes house arrest in San Diego,U.S. Navy, San Diego,27%,55%,18%,http://ground.news/article/malaysian-contractor-in-us-navy-bribery-case-escapes-house-arrest_502ae6,Center,34,Fat Leonard: Malaysian businessman linked to US Navy scandal escapes,BBC News,Leonard Francis is at the heart of a massive million dollar bribery scandal involving the US Navy.,center,2022-09-06
9,Police: 'Fat Leonard' escapes house arrest in San Diego,U.S. Navy, San Diego,27%,55%,18%,http://ground.news/article/malaysian-contractor-in-us-navy-bribery-case-escapes-house-arrest_502ae6,Center,34,Malaysian contractor in U.S. Navy bribery case escapes house arrest,Reuters,"A Malaysian businessman at the center of a major U.S. Navy bribery scandal has escaped house arrest ahead of his impending sentencing by cutting off his monitoring anklet, the San Diego Union-Tribune reported on Monday. Leonard Glenn Francis, popularly known as ""Fat Leonard,"" cut off his GPS anklet some time Sunday morning, and when police went to his home they found it empty, the",center,2022-09-06
9,Police: 'Fat Leonard' escapes house arrest in San Diego,U.S. Navy, San Diego,27%,55%,18%,http://ground.news/article/malaysian-contractor-in-us-navy-bribery-case-escapes-house-arrest_502ae6,Center,34,"‘Fat Leonard’, contractor in US navy’s worst corruption scandal, flees house arrest",The Guardian,"Leonard Francis pleaded guilty in 2015 to offering $500,000 in bribes to navy officers to steer work to his shipyards",left,2022-09-06
9,Police: 'Fat Leonard' escapes house arrest in San Diego,U.S. Navy, San Diego,27%,55%,18%,http://ground.news/article/malaysian-contractor-in-us-navy-bribery-case-escapes-house-arrest_502ae6,Center,34,Military contractor vanishes weeks before sentencing in US navy ‘Fat Leonard’ case,The Independent,‘They’ve let him slip right through their fingers’,left,2022-09-06
9,Police: 'Fat Leonard' escapes house arrest in San Diego,U.S. Navy, San Diego,27%,55%,18%,http://ground.news/article/malaysian-contractor-in-us-navy-bribery-case-escapes-house-arrest_502ae6,Center,34,Contractor ‘Fat Leonard’ of Navy corruption scandal flees house arrest,Washington Times,"A defense contractor who plied Navy officers with cash and prostitutes in exchange for classified information disappeared from house arrest only weeks before he was scheduled for sentencing in federal court, officials said.",right,2022-09-06
9,Police: 'Fat Leonard' escapes house arrest in San Diego,U.S. Navy, San Diego,27%,55%,18%,http://ground.news/article/malaysian-contractor-in-us-navy-bribery-case-escapes-house-arrest_502ae6,Center,34,Police: 'Fat Leonard' escapes house arrest in San Diego,abc News,Federal authorities say the military contractor who pleaded guilty to orchestrating the “Fat Leonard” corruption scandal and was under house arrest in San Diego is now on the run after cutting off his GPS monitoring ankle bracelet over the weekend,left,2022-09-06
10,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Business, New York,25%,62%,13%,http://ground.news/article/exclusive-deal-partner-for-trumps-truth-social-fails-to-get-backing-for-spac-extension,Center,8,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Reuters,"The blank-check acquisition firm that agreed to merge with Donald Trump's social media company failed to secure enough shareholder support for a one-year extension to complete the deal, people familiar with the matter said on Monday.",center,2022-09-06
10,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Business, New York,25%,62%,13%,http://ground.news/article/exclusive-deal-partner-for-trumps-truth-social-fails-to-get-backing-for-spac-extension,Center,8,"Deal partner for Trump's Truth Social fails to get backing for SPAC extension: Reuters, citing sources",CNBC,The blank-check acquisition firm that agreed to merge with Donald Trump's social media company failed to secure enough shareholder support for SPAC extension.,center,2022-09-06
10,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Business, New York,25%,62%,13%,http://ground.news/article/exclusive-deal-partner-for-trumps-truth-social-fails-to-get-backing-for-spac-extension,Center,8,Deal partner for Trump’s Truth Social fails to get backing for SPAC extension -sources,Financial Post,"The blank-check acquisition firm that agreed to merge with Donald Trump's social media company failed to secure enough shareholder support for a one-year extension to complete the deal, people familiar with the matter said on Monday. Read More",right,2022-09-06
10,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Business, New York,25%,62%,13%,http://ground.news/article/exclusive-deal-partner-for-trumps-truth-social-fails-to-get-backing-for-spac-extension,Center,8,Truth Social SPAC Reportedly Fails To Get Shareholder Support To Extend Deal Deadline,Forbes,Digital World Acquisition Corp’s stock has slumped more than 18% in the last month amid reports of financial troubles at the former president’s social media company.,center,2022-09-06
10,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Business, New York,25%,62%,13%,http://ground.news/article/exclusive-deal-partner-for-trumps-truth-social-fails-to-get-backing-for-spac-extension,Center,8,Headline Unavailable,U.S. News,Open the article to view the coverage from U.S. News,left,2022-09-06
10,Deal partner for Trump's Truth Social fails to get backing for SPAC extension,Business, New York,25%,62%,13%,http://ground.news/article/exclusive-deal-partner-for-trumps-truth-social-fails-to-get-backing-for-spac-extension,Center,8,Trump’s Truth Social Merger Under Threat After SPAC Extension Fails: Report,The Daily Beast,A planned merger was agreed to last October—and now it is in jeopardy.,left,2022-09-06
11,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Business, New York,17%,66%,17%,http://ground.news/article/oil-royalty-and-mineral-companies-sitio-and-brigham-to-merge-in-4-billion-tie-up,Center,6,Sitio Royalties eyes energy gains with $4.8-bln Brigham Minerals deal,Reuters,"Sitio Royalties Corp said on Tuesday it would buy oil and gas rights company Brigham Minerals Inc in a $4.8-billion deal, as it looks to capitalise on the uptick in the energy markets following Russia's invasion of Ukraine.",center,2022-09-06
11,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Business, New York,17%,66%,17%,http://ground.news/article/oil-royalty-and-mineral-companies-sitio-and-brigham-to-merge-in-4-billion-tie-up,Center,6,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Bloomberg,"Sitio Royalties Corp. agreed to acquire rival US oil and gas rights company Brigham Minerals Inc. in an all-stock merger valued at about $1.5 billion.

",left,2022-09-06
11,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Business, New York,17%,66%,17%,http://ground.news/article/oil-royalty-and-mineral-companies-sitio-and-brigham-to-merge-in-4-billion-tie-up,Center,6,Oil royalty and mineral companies Sitio and Brigham to merge in $4 bn tie-up,Live Mint,"Sitio Royalties Corp. and Brigham Minerals Inc. have reached a deal to merge to form one of the largest publicly traded mineral and royalty companies in the U.S., worth about $4 billion, according to people familiar with the matter.

",center,2022-09-06
11,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Business, New York,17%,66%,17%,http://ground.news/article/oil-royalty-and-mineral-companies-sitio-and-brigham-to-merge-in-4-billion-tie-up,Center,6,"Sitio Royalties and Brigham Minerals to Combine in $4.8 Billion All-Stock, At-Market Merger, Forming a Premier Consolidator of Oil and Gas Mineral and Royalty Interests",Business Wire,"Sitio Royalties Corp. (NYSE: STR) (“Sitio”, ",None,2022-09-06
11,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Business, New York,17%,66%,17%,http://ground.news/article/oil-royalty-and-mineral-companies-sitio-and-brigham-to-merge-in-4-billion-tie-up,Center,6,WSJ News Exclusive | Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Wall Street Journal,The deal between Sitio Royalties and Brigham Minerals is one of largest in the oil-and-gas industry this year. ,right,2022-09-06
11,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up,Business, New York,17%,66%,17%,http://ground.news/article/oil-royalty-and-mineral-companies-sitio-and-brigham-to-merge-in-4-billion-tie-up,Center,6,"Sitio Royalties, Brigham Minerals to merge in $4B all-stock deal (NYSE:STR)",Seeking Alpha,"Brigham Minerals (MNRL) +8.1% pre-market on Tuesday after agreeing to merge with Sitio Royalties (STR) in an all-stock deal, with an aggregate enterprise value of ~$4.8B.The merger...",center,2022-09-06
12,More than 100 students baptized without parents’ permission at North Carolina school,US & Canada, North Carolina,11%,78%,11%,http://ground.news/article/more-than-100-students-baptized-without-parents-permission-at-north-carolina-school_124031,Center,9,More than 100 students baptized without parents’ permission at North Carolina school,The Hill,A North Carolina school apologized after baptizing more than 100 children without their parent’s permission.,center,2022-09-06
12,More than 100 students baptized without parents’ permission at North Carolina school,US & Canada, North Carolina,11%,78%,11%,http://ground.news/article/more-than-100-students-baptized-without-parents-permission-at-north-carolina-school_124031,Center,9,More than 100 students baptized without parents’ permission at North Carolina school,myfox8.com,A North Carolina school apologized after baptizing more than 100 children without their parent’s permission.,center,2022-09-06
12,More than 100 students baptized without parents’ permission at North Carolina school,US & Canada, North Carolina,11%,78%,11%,http://ground.news/article/more-than-100-students-baptized-without-parents-permission-at-north-carolina-school_124031,Center,9,More than 100 students baptized without parents’ permission at North Carolina school,KFOR-TV,A North Carolina school apologized after baptizing more than 100 children without their parent’s permission.,center,2022-09-06
12,More than 100 students baptized without parents’ permission at North Carolina school,US & Canada, North Carolina,11%,78%,11%,http://ground.news/article/more-than-100-students-baptized-without-parents-permission-at-north-carolina-school_124031,Center,9,More than 100 students baptized without parents’ permission at North Carolina school,Fox 4 Kansas City,A North Carolina school apologized after baptizing more than 100 children without their parent’s permission.,center,2022-09-06
12,More than 100 students baptized without parents’ permission at North Carolina school,US & Canada, North Carolina,11%,78%,11%,http://ground.news/article/more-than-100-students-baptized-without-parents-permission-at-north-carolina-school_124031,Center,9,"A North Carolina school baptized more than 100 kids without parental permission or attendance: 'Mama, can you bring me some dry clothes?'",INSIDER,"The principal said the school did not mean to do the baptisms ""in any kind of secret way,"" and parents said they were upset that they missed it.",left,2022-09-06
12,More than 100 students baptized without parents’ permission at North Carolina school,US & Canada, North Carolina,11%,78%,11%,http://ground.news/article/more-than-100-students-baptized-without-parents-permission-at-north-carolina-school_124031,Center,9,100+ students baptized without parents’ permission at North Carolina school,FOX 46 Charlotte,A North Carolina school apologized after baptizing more than 100 children without their parent’s permission.,center,2022-09-06
13,"UK's Truss to freeze household energy bills for 18 months, BBC says",Europe, London,46%,36%,18%,http://ground.news/article/uks-truss-to-freeze-household-energy-bills-for-18-months-bbc-says_8b27df,Left,11,"UK's Truss to freeze household energy bills for 18 months, BBC says",Reuters,"Britain's incoming prime minister Liz Truss is planning to freeze household energy bills at the current level for this winter and next, paid for by government-backed loans to energy suppliers, the BBC reported on Tuesday.",center,2022-09-06
13,"UK's Truss to freeze household energy bills for 18 months, BBC says",Europe, London,46%,36%,18%,http://ground.news/article/uks-truss-to-freeze-household-energy-bills-for-18-months-bbc-says_8b27df,Left,11,Liz Truss expected to freeze UK energy bills in tax-funded scheme,The Guardian,"Addition of £400 discount would effectively keep price cap at current rate of £1,971",left,2022-09-06
13,"UK's Truss to freeze household energy bills for 18 months, BBC says",Europe, London,46%,36%,18%,http://ground.news/article/uks-truss-to-freeze-household-energy-bills-for-18-months-bbc-says_8b27df,Left,11,Liz Truss ‘to freeze energy bills for homes and businesses within days’,The Independent,Truss team working up ‘bold’ loan scheme that could see bills kept at current levels,left,2022-09-06
13,"UK's Truss to freeze household energy bills for 18 months, BBC says",Europe, London,46%,36%,18%,http://ground.news/article/uks-truss-to-freeze-household-energy-bills-for-18-months-bbc-says_8b27df,Left,11,Millions handed energy lifeline as Truss FREEZES bills for 18 months,Daily Express,BRITAIN'S new Prime Minister has announced a freeze on the energy bills for households and businesses as one of her first acts in office.,right,2022-09-06
13,"UK's Truss to freeze household energy bills for 18 months, BBC says",Europe, London,46%,36%,18%,http://ground.news/article/uks-truss-to-freeze-household-energy-bills-for-18-months-bbc-says_8b27df,Left,11,Pound rises on Liz Truss’ £170bn plan to freeze energy bills - live updates,The Telegraph,The beleaguered pound has climbed from two-year lows amid reports Liz Truss has drawn up plans to freeze energy bills for UK households.,right,2022-09-06
13,"UK's Truss to freeze household energy bills for 18 months, BBC says",Europe, London,46%,36%,18%,http://ground.news/article/uks-truss-to-freeze-household-energy-bills-for-18-months-bbc-says_8b27df,Left,11,Cost of living: Truss putting finishing touches on plan to freeze energy prices,Sky News,"The final details are expected to be revealed on Thursday, but it is believed that households should not see their bills go up in October as was threatened.",center,2022-09-06
14,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Business, Los Angeles,60%,20%,20%,http://ground.news/article/elon-musk-blasts-how-men-are-portrayed-in-new-lord-of-the-rings-series_d52c42,Left,10,'Every Male Character is Coward': Elon Musk Not Impressed With Amazon's Rings of Power,News18 India,"""Tolkien is turning in his grave,” the billionaire Elon Musk tweeted on Rings of Power. He further wrote, ""Almost every male character so far is a coward, a jerk or both,” he said in a follow-up tweet.",right,2022-09-06
14,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Business, Los Angeles,60%,20%,20%,http://ground.news/article/elon-musk-blasts-how-men-are-portrayed-in-new-lord-of-the-rings-series_d52c42,Left,10,Elon Musk condemns new Lord of the Rings series: ‘Tolkien is turning in his grave’,The Independent,‘The Rings of Power’ series premiered on Prime Video on 1 September,left,2022-09-06
14,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Business, Los Angeles,60%,20%,20%,http://ground.news/article/elon-musk-blasts-how-men-are-portrayed-in-new-lord-of-the-rings-series_d52c42,Left,10,Elon Musk trashes Amazon’s new The Lord of the Rings show,South China Morning Post,"The billionaire took issue with the show – which attracted 25 million viewers to its first episode – specifically its male characters, calling them ‘cowards’.",left,2022-09-06
14,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Business, Los Angeles,60%,20%,20%,http://ground.news/article/elon-musk-blasts-how-men-are-portrayed-in-new-lord-of-the-rings-series_d52c42,Left,10,"Elon Musk Slams ‘The Rings of Power’ for Making ‘Every Male Character a Coward’ or ‘Jerk,’ Reigniting Jeff Bezos Feud",Variety,"Elon Musk has reignited his longstanding rivalry with Amazon founder and executive chairman Jeff Bezos, this time over Amazon’s buzzy new series “The Lord of the Rings: The Rings of Pow…",left,2022-09-06
14,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Business, Los Angeles,60%,20%,20%,http://ground.news/article/elon-musk-blasts-how-men-are-portrayed-in-new-lord-of-the-rings-series_d52c42,Left,10,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Newsweek,"""Almost every male character so far is a coward, a jerk or both,"" Musk tweeted of ""The Lord of the Rings: Rings of Power.""",center,2022-09-06
14,Elon Musk blasts how men are portrayed in new 'Lord of the Rings' series,Business, Los Angeles,60%,20%,20%,http://ground.news/article/elon-musk-blasts-how-men-are-portrayed-in-new-lord-of-the-rings-series_d52c42,Left,10,Elon Musk Slams Amazon’s ‘Lord Of The Rings: The Rings Of Power’ As Feud With Jeff Bezos Continues: “Tolkien Is Turning In His Grave”,Deadline,"Elon Musk’s verdict on Amazon’s massive budget drama series The Lord of the Rings: The Rings of Power? “Tolkien is turning in his grave”.The Tesla CEO took to Twitter to slam the series with a pair of short tweets. The second read: “Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.”Regardless of Musk’s views, The Rings of Power has been a hit for Prime Video, with data earlier this week reve…",left,2022-09-06
0,Justin Bieber cancels ‘Justice’ world tour amid health concerns,Justin Bieber, Los Angeles,73%,18%,9%,http://ground.news/article/justin-bieber-cancels-justice-world-tour-amid-health-concerns,Left,11,Justin Bieber cancels world tour due to health issues and makes candid admission,Daily Mirror,"Justin Bieber has cancelled the 70 remaining shows of his Justice World Tour, as he admits performing on stage has taken 'a real toll' on him following a year of health scares",left,2022-09-06
0,Justin Bieber cancels ‘Justice’ world tour amid health concerns,Justin Bieber, Los Angeles,73%,18%,9%,http://ground.news/article/justin-bieber-cancels-justice-world-tour-amid-health-concerns,Left,11,Justin Bieber suspends tour to take care of his health,CNN,Justin Bieber announced Tuesday that he needs to take another break from touring in the wake of a health crisis he suffered earlier this year.,left,2022-09-06
0,Justin Bieber cancels ‘Justice’ world tour amid health concerns,Justin Bieber, Los Angeles,73%,18%,9%,http://ground.news/article/justin-bieber-cancels-justice-world-tour-amid-health-concerns,Left,11,Justin Bieber Postpones Remaining ‘Justice’ Tour Dates,Variety,"Justin Bieber will be cutting his rescheduled world tour short due to his ongoing health issues, according to a post in TMZ that was confirmed to Variety by his reps. On Tuesday morning, the singer…",left,2022-09-06
0,Justin Bieber cancels ‘Justice’ world tour amid health concerns,Justin Bieber, Los Angeles,73%,18%,9%,http://ground.news/article/justin-bieber-cancels-justice-world-tour-amid-health-concerns,Left,11,Justin Bieber Taking A Break From World Tour: “I Need Time To Rest And Get Better”,Deadline,"“I need to make my health the priority right now,” Justin Bieber wrote today in a message posted to his Instagram Story. As a result, the superstar singer said, “I’m going t…",left,2022-09-06
0,Justin Bieber cancels ‘Justice’ world tour amid health concerns,Justin Bieber, Los Angeles,73%,18%,9%,http://ground.news/article/justin-bieber-cancels-justice-world-tour-amid-health-concerns,Left,11,Justin Bieber Cancels World Tour Over Mental Health Concerns: ‘I Need Time To Rest & Get Better’,Hollywood Life,"After battling Ramsay-Hunt Syndrome earlier this year – which left his face paralyzed – Justin Bieber returned to the stage, but now he says he needs a break to ‘make my health the priority right now.'",left,2022-09-06
0,Justin Bieber cancels ‘Justice’ world tour amid health concerns,Justin Bieber, Los Angeles,73%,18%,9%,http://ground.news/article/justin-bieber-cancels-justice-world-tour-amid-health-concerns,Left,11,"Justin Bieber annulla il tour mondiale, cancellate anche le date in Italia",La Repubblica,Saltano le rimanenti 70 date tra le quali anche le due italiane di gennaio a Casalecchio di Reno,left,2022-09-06
1,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Vaccinations, Washington,0%,80%,20%,http://ground.news/article/updated-covid-vaccines-to-be-ready-this-week-us-eyes-annual-shots,Center,10,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Reuters,"New COVID-19 boosters aimed at fighting currently circulating variants of the coronavirus will be widely available this week, U.S. health officials said on Tuesday, adding that the vaccine is moving closer to an annual jab, as with flu shots.",center,2022-09-06
1,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Vaccinations, Washington,0%,80%,20%,http://ground.news/article/updated-covid-vaccines-to-be-ready-this-week-us-eyes-annual-shots,Center,10,White House stresses need for new COVID funding as fall booster campaign rolls out: ‘Congress has not stepped up’,The Hill,"White House officials on Tuesday reiterated calls for new COVID-19 response funding to be approved by Congress as the fall vaccination campaign begins, with officials warning that there are current…",center,2022-09-06
1,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Vaccinations, Washington,0%,80%,20%,http://ground.news/article/updated-covid-vaccines-to-be-ready-this-week-us-eyes-annual-shots,Center,10,Biden officials say annual COVID-19 shots now the norm with latest boosters,Washington Examiner,"Covid-19 Coronavirus Vaccine vials in a row macro close up            (MarsBars/Getty Images/iStock)Biden officials say annual COVID-19 shots now the norm with latest boosters            Abigail Adcox    September 06, 01:32 PMSeptember 06, 01:32 PM            Video Embed  The Biden administration said that the United States has hit a turning point in the pandemic at which yearly COVID-19 vaccine doses will likely be adequate to provide ""sufficie…",right,2022-09-06
1,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Vaccinations, Washington,0%,80%,20%,http://ground.news/article/updated-covid-vaccines-to-be-ready-this-week-us-eyes-annual-shots,Center,10,"US plans annual Covid vaccines, just like flu",WION,The booster dose can be taken at the time of flu shot,center,2022-09-06
1,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Vaccinations, Washington,0%,80%,20%,http://ground.news/article/updated-covid-vaccines-to-be-ready-this-week-us-eyes-annual-shots,Center,10,White House Signals Most Will Need Annual Booster,Political Wire,"""As part of its push to encourage vaccine-weary Americans to get the updated Covid shot, the White House put forth a new selling point Tuesday: to view it as a first annual shot, akin to the annual flu shot,"" Stat News reports. ",center,2022-09-06
